Id,Idade,Faixa idade,Gênero,Cor/raca/etnia,PCD,Vive no Brasil,Estado onde mora,UF onde mora,Região onde Mora,Nível de Ensino,Área de Formação,Qual sua situação atual de trabalho?,Setor,Numero de Funcionários,Cargo Atual,Nível,Faixa salarial,Quanto tempo de experiência na área de dados você tem?,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje?,Existe faculdade no Estado
1pp6xvbufvhsom5vzl31pp6xvq4p1jnu,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),16,de 51 a 100,6,2,4,6,5,0,1
1q4kta9wksua5f9lp6ms1q4kta1dw4t8,25,2,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,7,Empregado (CLT),5,de 101 a 500,3,1,13,4,2,0,0
1qfmx17eszstg2dn741qfmtkechwvnja,34,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),19,Acima de 3.000,0,2,12,3,2,0,1
1rgah0yqmoh6y9km1rga5j5guxd7hzuf,29,2,1,4,0,1,Sergipe (SE),22,Nordeste,3,7,Empregado (CLT),16,de 6 a 10,1,0,6,3,2,0,0
1rw5ornqpc716ikkr2br11rw5ornh43e,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),8,de 101 a 500,1,2,13,6,3,0,1
1s4bfgk6oa1a24xwu0o63s9ab1s4bfgk,32,3,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,7,Empregado (CLT),6,de 51 a 100,6,0,11,3,1,0,0
1scauwwcbcm7e2hybl1scauwwpdyl1q8,26,2,1,1,0,1,São Paulo (SP),23,Sudeste,1,1,Empregado (CLT),4,Acima de 3.000,6,2,5,7,2,0,1
1sql14ykwoqnrqb1sqjxtaw96mma6ejx,34,3,0,1,0,1,Bahia (BA),3,Nordeste,4,6,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,20,Acima de 3.000,3,2,0,7,2,0,0
1sv9f4m6qjuiz1z4a6941sv9f62nckws,38,4,0,1,0,1,Ceará (CE),4,Nordeste,1,6,Empreendedor ou Empregado (CNPJ),16,de 101 a 500,3,1,12,3,3,0,1
1tdjws9xptef31tdm1d1kxhnf46wweze,23,1,1,4,0,1,Pará (PA),12,Norte,1,2,Empregado (CLT),20,de 101 a 500,6,1,11,4,5,0,0
1th9uptbdd29e4gx4us31th9ulkpwl27,43,5,0,1,0,1,Santa Catarina (SC),21,Sul,2,2,Empregado (CLT),6,de 101 a 500,6,2,13,7,2,0,0
1xqvtlu78qox274r29vj1xqvtldoen39,27,2,1,4,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),5,Acima de 3.000,6,1,9,4,2,0,1
1xte9idr5o14ouli1xte9iioqw664dxy,27,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),4,Acima de 3.000,3,2,7,6,2,0,1
1y9f7ammii1165je1y92szmpujr1zia0,35,4,0,1,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),4,de 1.001 a 3.000,1,2,13,5,2,0,1
1ygwdvahw3uhzit01ygwd0h3g7ky5d11,27,2,0,1,0,1,Goiás (GO),7,Centro-oeste,1,5,Empregado (CLT),18,Acima de 3.000,6,1,9,3,2,0,0
1yhe4tn91cbr5gsn0xcav1yhe4oi9hua,25,2,0,1,0,1,Paraná (PR),16,Sul,1,3,Empregado (CLT),18,Acima de 3.000,1,2,13,4,1,0,0
1ym42evpf3kt371ymvcalkvbcil4y5ku,41,5,0,1,0,1,Rio Grande do Sul (RS),20,Sul,3,2,Empregado (CLT),16,Acima de 3.000,6,2,7,0,4,0,0
20iwrnm2s5m352v7j220i6dsxma69riq,28,2,1,1,0,1,São Paulo (SP),23,Sudeste,2,1,Empregado (CLT),16,de 1.001 a 3.000,1,1,13,6,2,0,1
20lckymovsednj4720lck7o1f9co1z5t,42,5,0,1,0,1,São Paulo (SP),23,Sudeste,3,2,Empregado (CLT),5,Acima de 3.000,4,2,4,0,0,0,1
20ml24zr62pf4z38beg8txb20ml24zbk,23,1,0,4,0,1,Bahia (BA),3,Nordeste,0,2,Empregado (CLT),16,Acima de 3.000,3,0,11,3,3,0,0
20yjzawax8x88a2z20yj6jadndjwunn8,31,3,0,4,0,1,São Paulo (SP),23,Sudeste,0,7,Empregado (CLT),1,de 6 a 10,1,0,9,3,2,0,1
21fkwf8v1owhbxd21f96whwwigyulddq,21,0,1,0,0,1,São Paulo (SP),23,Sudeste,0,2,Estagiário,4,Acima de 3.000,1,0,6,1,1,0,1
22ej021lhaeuead9x7ge22ej0owimr19,29,2,1,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,Acima de 3.000,6,2,13,7,6,0,1
230l861fcwae3fqi230l86pfgay7z27b,32,3,0,4,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),16,Acima de 3.000,1,2,5,6,1,0,1
23iu3s3y4l8xfvz423iu3oua9rubcpmt,20,0,0,1,0,1,Rio Grande do Sul (RS),20,Sul,0,3,Estagiário,18,Acima de 3.000,1,0,2,3,1,0,0
23pwufmy5z435yt7i23pwugu68jcpjmi,25,2,0,1,0,1,Minas Gerais (MG),9,Sudeste,0,4,Empregado (CLT),18,de 1.001 a 3.000,0,0,9,4,3,0,1
25fsyypuhl13wwj2pf25fsyhl34tpe9c,22,1,0,1,0,1,Rio Grande do Sul (RS),20,Sul,0,7,Estagiário,18,Acima de 3.000,1,0,2,3,2,0,0
25qafi926wp2hhhf25qa43k1hz26n2qo,31,3,0,1,0,1,Paraná (PR),16,Sul,1,3,Empreendedor ou Empregado (CNPJ),16,de 11 a 50,1,1,9,3,4,0,0
26ikpkofsjp1k2kh3t26ikpkossqh48u,31,3,0,4,0,1,Ceará (CE),4,Nordeste,2,2,Empregado (CLT),20,Acima de 3.000,6,2,5,6,6,0,1
26yqcmafalq3h3x26yqcmdgrlv1iynok,20,0,0,5,0,1,Mato Grosso (MT),11,Centro-oeste,0,2,Empregado (CLT),4,de 51 a 100,0,0,9,3,2,0,0
27f11r4nyjnsgjku62z3evs1ljy27f11,34,3,0,1,0,1,Paraná (PR),16,Sul,1,2,Empregado (CLT),20,Acima de 3.000,6,1,11,4,5,0,0
27utq0oy9aub82f8s27utqjg67jb25x8,29,2,1,1,0,1,Rio de Janeiro (RJ),17,Sudeste,2,6,Empregado (CLT),16,de 51 a 100,1,0,2,1,2,0,0
27vdcwn3jth77b3w27vdcf41z34nbsh9,20,0,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,1,4,Estagiário,16,de 6 a 10,3,0,1,1,1,0,0
27xq46s54lrteq2l59a27xq4uwe5fhft,32,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),16,de 501 a 1.000,6,2,4,7,4,0,1
284ghl0tye062v9e8284gh8dy39afxgt,37,4,1,1,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),4,Acima de 3.000,1,0,13,3,2,0,1
28vyzbox3d2utoqbat28vyzbe5mgf8bn,31,3,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,3,8,Empregado (CLT),8,Acima de 3.000,3,2,4,6,2,0,0
291i037v0hpw0r515j0l291i037irrc8,29,2,0,1,0,1,Paraná (PR),16,Sul,3,2,Empregado (CLT),4,de 501 a 1.000,3,2,5,6,5,0,0
297hei99fqkvivxrnurb297hei9zno18,27,2,1,1,0,1,Ceará (CE),4,Nordeste,1,6,Empregado (CLT),4,de 501 a 1.000,1,0,12,3,2,0,1
2acmecc9nbfolzmao41ja2acmecc9wpb,28,2,0,6,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),16,de 51 a 100,6,2,4,5,4,0,1
2ahi5tw62dqxb6iixq4c2ahi5tp5ppt1,25,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),20,de 101 a 500,6,0,11,4,2,0,1
2apq5ql5hyowe844ihx2apq5qqzdm8qf,30,3,1,1,0,1,Santa Catarina (SC),21,Sul,2,2,Empregado (CLT),4,Acima de 3.000,4,2,4,0,1,0,0
2bv2h8lgdnc4sw378l8re4m82bv2h8lg,25,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),20,Acima de 3.000,6,0,13,3,1,0,1
2bzdly3mzm4szklx2bzd3zjuffdql60s,34,3,0,4,0,1,Sergipe (SE),22,Nordeste,3,7,Empregado (CLT),16,de 11 a 50,3,1,13,3,2,0,0
2cqc9ah9j4guxb1kx2cqc9aaa15jx8q6,23,1,0,4,0,1,Santa Catarina (SC),21,Sul,1,3,Empregado (CLT),5,de 1.001 a 3.000,1,0,9,1,2,0,0
2d0h56ie7awmez2olgsb2d0h56ihb420,26,2,0,6,0,1,São Paulo (SP),23,Sudeste,3,2,Empregado (CLT),18,Acima de 3.000,3,0,11,3,2,0,1
2e4smyebort4brdom2e4s8tehd3bmnh2,27,2,1,4,0,1,Amazonas (AM),1,Norte,3,3,Empregado (CLT),16,de 11 a 50,0,1,9,3,1,0,0
2eqllk965weyncf7izj12eqllk9629wg,32,3,0,4,0,1,Paraná (PR),16,Sul,2,2,Empregado (CLT),19,de 1.001 a 3.000,0,1,11,4,5,0,0
2ff2fwwwqsu3b2ff2fgg3jecxej3pfr4,34,3,0,1,0,1,Paraná (PR),16,Sul,2,3,Empregado (CLT),19,de 1.001 a 3.000,0,1,9,4,2,0,0
2fvzohdkn3cor8iwfm2fvzoh6cx45isu,27,2,1,4,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),15,Acima de 3.000,1,0,11,3,1,0,1
2g81uf23j3fiec0vlfi693xqa2g81uf2,23,1,0,1,0,1,Minas Gerais (MG),9,Sudeste,1,2,Empreendedor ou Empregado (CNPJ),2,de 101 a 500,3,0,11,3,3,0,1
2ghabvys4jb1jrp76ry2ghabk0d2lzoj,24,1,0,1,0,1,Paraná (PR),16,Sul,1,2,Empregado (CLT),4,Acima de 3.000,0,1,6,3,4,0,0
2gljpnwf6qime1et0jsz2gljpn5nx3ug,25,2,0,1,0,1,Minas Gerais (MG),9,Sudeste,1,2,Empregado (CLT),16,de 51 a 100,7,1,12,4,1,0,1
2h381e1dm1e9qra2ilb2h381e1i4p8um,24,1,0,1,0,1,São Paulo (SP),23,Sudeste,1,3,Empregado (CLT),20,de 501 a 1.000,0,1,12,4,2,0,1
2htb87fuoonvxw3dob72htbqy9qmllfd,27,2,1,4,0,1,Ceará (CE),4,Nordeste,1,8,Empreendedor ou Empregado (CNPJ),2,de 101 a 500,0,1,11,4,2,0,1
2hyq6ticv3pgnvp5rxh2hyqig5ogr2u0,28,2,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,4,8,Empregado (CLT),16,Acima de 3.000,3,2,4,4,2,0,0
2i7pqxuac2flp1dg41uhjzy2i7p3ni9f,32,3,0,1,0,1,Paraná (PR),16,Sul,2,2,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,4,de 101 a 500,6,2,7,7,1,0,0
2ihu5tttxdcvhk22jtr2ihu5tdpqpnpo,34,3,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,3,Empregado (CLT),4,Acima de 3.000,0,2,12,4,2,0,0
2ij1grxc1vnihj8lu2ij1gvix6lek8oz,30,3,0,4,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),6,Acima de 3.000,7,1,4,4,1,0,1
2iz3aqw6e54sabvi5k6blz2iz3aq2a74,28,2,0,1,0,1,Paraná (PR),16,Sul,1,2,Empreendedor ou Empregado (CNPJ),4,de 501 a 1.000,6,2,7,5,4,0,0
2jr4cgmqyt1o84wtzbr2jr4c6la8b9gx,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),7,de 101 a 500,0,0,6,1,6,0,1
2k6iar41bia8m8x2k6nv7gxkh1vpvmdw,24,1,0,4,0,1,Rio Grande do Norte (RN),18,Nordeste,1,2,Freelancer,1,de 11 a 50,0,1,9,3,2,0,0
2ly00uv46sxok18981y442ly00tkubwk,26,2,0,1,0,1,Paraná (PR),16,Sul,2,7,Empregado (CLT),11,Acima de 3.000,1,1,11,3,1,0,0
2m8ct6h4tui95ovbm2m8ctr5affqp4t1,33,3,0,4,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),20,de 1.001 a 3.000,6,1,13,3,0,0,1
2mw52jqqj9sy8htzpb2mw52jqw2sz9wm,31,3,1,1,0,1,Rio Grande do Sul (RS),20,Sul,3,7,Empregado (CLT),18,Acima de 3.000,1,1,12,4,2,0,0
2nurddbi82e88y8k2nuru6nxwai5bpmb,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),10,de 501 a 1.000,0,1,11,3,2,0,1
2oiskb76pk2jusjwthd2oisuhxrf1mzv,22,1,0,1,0,1,São Paulo (SP),23,Sudeste,1,3,Estagiário,10,de 101 a 500,1,0,2,1,1,0,1
2p1chsfehb8oo8m2p1chsypsxlf079j3,30,3,0,4,0,1,Pernambuco (PE),14,Nordeste,4,2,Empregado (CLT),16,de 51 a 100,3,2,12,6,3,0,0
2p3gdlc324f848dc2p3gdlcxm5qdis6a,30,3,0,4,0,1,Minas Gerais (MG),9,Sudeste,1,2,Estagiário,19,Acima de 3.000,0,0,2,4,1,0,1
2qer1z1mdno8b4fvh3x2qerudjyszxts,30,3,1,1,0,1,São Paulo (SP),23,Sudeste,2,1,Empregado (CLT),14,de 51 a 100,1,1,11,3,2,0,1
2ql3ngo4cckvlmdw5gj7bb2ql3n1am87,20,0,0,1,0,1,Minas Gerais (MG),9,Sudeste,0,2,Empreendedor ou Empregado (CNPJ),8,de 51 a 100,3,1,12,4,1,0,1
2qqgfzin5m4bpyyup2qqgfaf6xcez089,28,2,0,6,0,1,Ceará (CE),4,Nordeste,2,2,Empregado (CLT),16,de 501 a 1.000,0,1,11,4,4,0,1
2rb9rcsdaxlr797kgw8x2rb9rcp3t66s,25,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),2,de 501 a 1.000,6,2,7,5,2,0,1
2rpbiw4ufg344sohfj9q2rpbiw2wnkcu,29,2,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,7,Empregado (CLT),1,de 101 a 500,6,1,12,6,2,0,0
2rt4heuusczzay3ol12rt4heup05ittt,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),4,Acima de 3.000,0,0,11,3,2,0,1
2s3kgkzg9i5ft2s3kdsyjbj5jb6xuk78,25,2,0,1,0,1,Paraná (PR),16,Sul,0,2,Empregado (CLT),8,de 1.001 a 3.000,3,0,6,3,3,0,0
2sgu2v3yv9ph2oji42sgtcp1pamqwvu0,38,4,0,1,0,1,São Paulo (SP),23,Sudeste,3,6,Empregado (CLT),20,Acima de 3.000,6,2,4,6,1,0,1
2uh1zib1p3k6g43gxkn72uh1zib1mmtb,58,8,0,1,0,1,São Paulo (SP),23,Sudeste,1,3,Empregado (CLT),5,Acima de 3.000,5,0,11,1,2,0,1
2uhi14h0h199v6g32uhpmm4smm2zsppz,35,4,0,6,0,1,Goiás (GO),7,Centro-oeste,2,2,Empregado (CLT),4,de 101 a 500,6,2,5,6,0,0,0
2vk7axw1koq01terfwginovs7e2vk7ax,30,3,1,4,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),0,de 1.001 a 3.000,6,2,4,7,3,0,1
2vz8gnl8562vzw2kp5mnd4ooy7c3cjw2,30,3,0,1,0,1,Minas Gerais (MG),9,Sudeste,2,7,Empregado (CLT),18,Acima de 3.000,7,1,13,3,4,0,1
2w4de1bns1aktc2w4d87j4yzmccg64cn,22,1,0,1,0,1,Minas Gerais (MG),9,Sudeste,0,4,Estagiário,20,de 11 a 50,1,0,2,3,2,0,1
2w4hptyv33vq4ikq2w4hpvyfszeqdpbj,37,4,1,1,0,1,São Paulo (SP),23,Sudeste,2,2,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,20,de 101 a 500,0,2,4,5,3,0,1
2xc9vhnng3hpcjc7qt52xc9vhh0vvwlk,28,2,0,1,0,1,Paraná (PR),16,Sul,3,7,Empregado (CLT),15,Acima de 3.000,3,2,13,4,3,0,0
2xj9qrybjumxd2xjgv69mxid1kx76e1j,31,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),6,Acima de 3.000,1,2,5,5,2,0,1
2y1dh8bl6hcl1nf7z2y1dh38u4n86x16,29,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,3,Empreendedor ou Empregado (CNPJ),20,de 101 a 500,6,0,9,3,2,0,1
2y7mhltbrvb9xq9mxbiw2y71jk9u4fh4,30,3,1,1,0,1,Minas Gerais (MG),9,Sudeste,2,3,Empregado (CLT),16,de 101 a 500,1,0,2,1,2,0,1
2yhts1mwl8qemaswa82yhtsi8tuokn6g,33,3,0,4,0,1,Minas Gerais (MG),9,Sudeste,0,2,Empregado (CLT),5,de 101 a 500,0,0,9,3,4,0,1
2ype6t65s9qbjj4xqs2ype3tp9cfmwwf,35,4,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,1,2,Empreendedor ou Empregado (CNPJ),2,de 51 a 100,6,2,4,5,4,0,0
30kv0wcwroseb6hnl30kv92gbl00js7a,30,3,0,1,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),8,de 501 a 1.000,1,1,11,6,2,0,1
30ntfdbbdq9c1bp8cdok495330ntfd0o,36,4,0,4,0,1,Paraíba (PB),13,Nordeste,3,7,Empregado (CLT),15,Acima de 3.000,3,1,13,7,3,0,1
30xbfxn8sl37q2pa7kk30xbwis7q2y0s,33,3,0,1,0,1,São Paulo (SP),23,Sudeste,4,8,Empregado (CLT),4,Acima de 3.000,7,1,13,6,5,0,1
315q6i8t8k01i8gx25g9315q6ijfmqe2,35,4,0,1,0,1,Paraná (PR),16,Sul,2,2,Empregado (CLT),0,Acima de 3.000,1,2,11,0,2,0,0
31lvh6l4p731trg6h69ou82ra7niow8z,23,1,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,2,Empregado (CLT),16,Acima de 3.000,1,1,11,4,5,0,0
31tylbu5ocw2np2jp931tylbqapgfyaz,22,1,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),5,de 6 a 10,6,1,9,4,4,0,1
32mw8jn5pdgb9ba5x32mw76g5htp4kb8,25,2,0,4,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),4,de 1.001 a 3.000,1,1,13,5,3,0,1
32zdz8iwd5ihah8g432zdz83xgb637np,29,2,1,1,0,1,Rio Grande do Sul (RS),20,Sul,2,2,Empregado (CLT),4,de 501 a 1.000,1,0,6,3,5,0,0
33jb9wkykjb60fdlq33jb9wmb84rd1fw,23,1,0,4,1,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),20,de 101 a 500,6,1,11,4,1,0,1
33yc3hyq7hl82c33yc35u8ane517x2vr,41,5,0,4,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,Acima de 3.000,6,2,7,7,0,0,1
34841fvd6kodg4x7ibl3034841o8oqbd,39,4,0,1,1,1,Distrito Federal (DF),5,Centro-oeste,2,2,Empregado (CLT),4,Acima de 3.000,6,0,12,1,1,0,0
34sx909nf8v25190x34sxvuhnueyvauz,23,1,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empreendedor ou Empregado (CNPJ),16,de 1 a 5,0,0,2,1,1,0,1
34t0n7x3ixebn834t0nplj35ogxy4cvj,26,2,0,1,0,1,Minas Gerais (MG),9,Sudeste,1,7,Empregado (CLT),20,de 11 a 50,0,1,9,3,2,0,1
35stkagjodwy50uvm4fb35stkagd9126,25,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,4,Empregado (CLT),4,Acima de 3.000,3,2,4,4,2,0,1
36ep6icylu7qyy87qq36ep6ru10i6v1a,41,5,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),6,de 101 a 500,6,2,8,0,0,0,1
36kbqpzzbroye2kn18036kbqzin09irc,53,7,0,1,0,1,Minas Gerais (MG),9,Sudeste,2,3,Empregado (CLT),5,Acima de 3.000,0,2,4,0,2,0,1
37n5d0ceyezw6oue5d9e37n5dtgser3c,36,4,1,6,0,1,Rio de Janeiro (RJ),17,Sudeste,2,3,Empregado (CLT),8,de 11 a 50,1,1,6,3,2,0,0
3837xzs1e3xhehu9zb8szt3837xzs14h,27,2,1,1,0,1,Rio de Janeiro (RJ),17,Sudeste,3,7,Empregado (CLT),1,de 51 a 100,1,1,12,4,2,0,0
38ahizst8s68382wj4cv38ahizsp4lzc,23,1,1,1,0,1,Paraná (PR),16,Sul,0,3,Empregado (CLT),7,de 101 a 500,0,0,9,3,2,0,0
38avhvgnaxdm2gmi0r681b38avh081iy,30,3,0,1,0,1,Maranhão (MA),8,Nordeste,2,7,Empregado (CLT),8,Acima de 3.000,1,2,12,4,2,0,0
38gkcmrb8bq5nwh7eb5wx38gkckd1ryd,23,1,0,1,0,1,Rio Grande do Sul (RS),20,Sul,0,2,Empreendedor ou Empregado (CNPJ),19,de 11 a 50,0,0,6,3,2,0,0
39j5vohce3935kvaka39j5k1s11tdnan,27,2,0,1,0,1,São Paulo (SP),23,Sudeste,3,2,Empregado (CLT),15,Acima de 3.000,3,2,4,6,3,0,1
39lj1k5sr0m1s2qdgodo39lvrseiagt0,26,2,0,4,0,1,São Paulo (SP),23,Sudeste,1,7,Empreendedor ou Empregado (CNPJ),20,de 1 a 5,1,2,12,3,2,0,1
39ml87gfh92xmzehnpp39ml87gt68r2t,37,4,0,1,0,1,Santa Catarina (SC),21,Sul,2,2,Empregado (CLT),4,Acima de 3.000,6,1,12,4,2,0,0
3aw0rfurswwpw0pcm03aw0rfz6cdj4wl,26,2,0,1,0,1,Mato Grosso (MT),11,Centro-oeste,2,6,Empregado (CLT),4,de 501 a 1.000,0,2,11,4,2,0,0
3b0ybja7su49u7n8ej7vx823b0ybjatx,29,2,0,0,0,1,Paraná (PR),16,Sul,2,7,Empregado (CLT),11,Acima de 3.000,3,1,13,3,2,0,0
3b4pkdz6dhtuetnw9fzk3b4pkt2p5y4s,31,3,0,1,0,1,Minas Gerais (MG),9,Sudeste,2,7,Empregado (CLT),16,de 101 a 500,0,2,9,3,2,0,1
3c3w7hfidtwz88y3c3w9rbz8wicgstvk,30,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,4,Empregado (CLT),20,de 101 a 500,3,1,12,4,2,0,1
3d5q9z1kc5yxpn63h3d5q9z17f4h55dv,28,2,0,6,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,Acima de 3.000,1,1,12,4,1,0,1
3d9buzij0xd1wlmz3d9bimw4biuwi4z9,43,5,1,4,0,1,Minas Gerais (MG),9,Sudeste,1,2,Empregado (CLT),16,de 501 a 1.000,0,1,13,7,2,0,1
3e7a2y2zh0zgddb3e7sg1ewnly601yjl,27,2,1,1,0,1,São Paulo (SP),23,Sudeste,1,4,Empregado (CLT),8,Acima de 3.000,3,2,13,4,2,0,1
3g3xzq041odru7l41k93g3xz2jc3wqcw,30,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,6,Empregado (CLT),8,Acima de 3.000,0,0,12,1,2,0,1
3g98tzki1ryecmxnll1pq3g98t8jvt3h,31,3,1,4,0,1,Minas Gerais (MG),9,Sudeste,2,4,Empregado (CLT),4,Acima de 3.000,1,1,12,4,1,0,1
3gbq39pufi1anz3gboog7nw3ekubo2i4,32,3,0,4,0,1,Ceará (CE),4,Nordeste,1,7,Empregado (CLT),19,Acima de 3.000,3,1,12,3,2,0,1
3gecdpn790d63tvi9723z53gecdpn7eo,30,3,0,1,0,1,Pernambuco (PE),14,Nordeste,0,3,Empregado (CLT),18,Acima de 3.000,1,1,11,3,2,0,0
3ho7xa2ighvbwqkgjex3ho7osihco90f,42,5,0,6,0,1,São Paulo (SP),23,Sudeste,2,4,Empregado (CLT),2,de 101 a 500,1,0,11,1,3,0,1
3houzq3afqehkmtlhatr3houzq39mvdg,35,4,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),20,de 51 a 100,3,0,12,3,2,0,1
3iaaix23usblfojuni3iaaixbldqn83a,44,5,0,1,0,1,Bahia (BA),3,Nordeste,2,2,Empregado (CLT),1,de 51 a 100,1,0,9,3,0,0,0
3iaufofa2hob1ncmdi23iaufod4oa5bn,23,1,1,1,0,1,Paraná (PR),16,Sul,0,2,Estagiário,18,Acima de 3.000,3,0,6,1,1,0,0
3jirvaieqf3ejfj8l3006itctt2trpej,21,0,0,1,0,1,São Paulo (SP),23,Sudeste,0,4,Estagiário,16,de 1.001 a 3.000,3,0,2,3,2,0,1
3jwwg70twjqktta0bl3jwwg7kj8rv53n,27,2,0,4,0,1,Minas Gerais (MG),9,Sudeste,1,4,Empregado (CLT),4,de 101 a 500,1,0,9,3,2,0,1
3k2l9tem0fc35lakp3k2w5tebbecpejv,29,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),20,Acima de 3.000,0,2,13,7,6,0,1
3k7ke260oq73gm1zowjh53k7ke25iq9y,29,2,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,1,2,Empregado (CLT),18,Acima de 3.000,6,1,13,3,0,0,0
3khnste68befay3khnsa28fkc0n7ro6k,25,2,0,4,0,1,Pará (PA),12,Norte,1,4,Empregado (CLT),4,de 101 a 500,1,0,11,3,2,0,0
3kl8gshs1u28vy7mtgzsf8a3kl8gshb6,30,3,0,4,0,1,São Paulo (SP),23,Sudeste,4,2,Empregado (CLT),9,Acima de 3.000,3,2,5,5,2,0,1
3laefi601vx9feog3laefioc6b4ul3ud,70,8,0,1,0,1,Distrito Federal (DF),5,Centro-oeste,2,4,Empregado (CLT),14,Acima de 3.000,8,1,13,0,1,0,0
3lbay8xxg7125pbqad33lba5iwdnhwyo,25,2,1,1,0,1,Maranhão (MA),8,Nordeste,1,7,Empregado (CLT),4,Acima de 3.000,1,2,13,4,2,0,0
3mkuljguxoy2knk7hnuqfuws3mkuljgp,27,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),18,de 1.001 a 3.000,0,0,11,3,1,0,1
3mmhddodimv4uczw6x8306m3mmhddom9,28,2,0,1,0,1,Ceará (CE),4,Nordeste,2,5,Empreendedor ou Empregado (CNPJ),14,de 11 a 50,0,1,12,4,2,0,1
3mtz9d06rr3gquevs3mtz9d0x75kwy80,30,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),4,Acima de 3.000,6,1,12,4,3,0,1
3ngjs9drc9izcy3ngj8tmwcjmuz08m6p,30,3,0,1,0,1,Paraná (PR),16,Sul,4,7,Empregado (CLT),4,Acima de 3.000,3,2,13,6,1,0,0
3nq4rtnm2dnyyya3nq4rtm6rkhyymsts,33,3,1,1,0,1,Minas Gerais (MG),9,Sudeste,2,7,Empregado (CLT),16,de 1.001 a 3.000,1,2,12,4,2,0,1
3ntpim249mddqo3ntdz4tq34d5ymudz4,38,4,0,1,0,1,São Paulo (SP),23,Sudeste,1,3,Servidor Público,14,Acima de 3.000,1,0,11,1,1,0,1
3onui538mvrnrz93onuitm6bn4d4vami,24,1,0,1,0,1,Santa Catarina (SC),21,Sul,1,7,Empregado (CLT),20,de 501 a 1.000,3,0,13,1,1,0,0
3otesjs9in5cn6bfv173otesjs67lxtg,27,2,0,0,0,1,São Paulo (SP),23,Sudeste,1,4,Empregado (CLT),4,de 101 a 500,1,0,9,4,2,0,1
