Id;Idade;Faixa idade;Gênero;Cor/raca/etnia;PCD;Vive no Brasil;Estado onde mora;UF onde mora;Região onde Mora;Nível de Ensino;Área de Formação;Qual sua situação atual de trabalho?;Setor;Numero de Funcionários;Cargo Atual;Nível;Faixa salarial;Quanto tempo de experiência na área de dados você tem?;Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?;Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje?;Cientista de Dados/Data Scientist
0gqoessq550geoi56otja8nxkzhl2yoe;33;30-34;Masculino;Amarela;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;de 501 a 1.000;Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0gxlcto118vdsq0gxlcaonsk0utw8n0y;24;22-24;Masculino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Outra Opção;de 501 a 1.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0h9s4p0a05whv290h9sq91aarxgafcha;26;25-29;Feminino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;de 51 a 100;Analista de Negócios/Business Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0hc6qwa1z9mz3aeb0hc6qwn21gsvs4u3;28;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Outra Opção;de 501 a 1.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0i6712vqjj653m0i670gfwnl6ta7qnic;37;35-39;Feminino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Indústria;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Mais de 10 anos;;
0id8eghh68cl1w98pk0id8ep67ng3t9n;33;30-34;Masculino;Branca;Não;1;Paraná (PR);PR;Sul;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Indústria;de 501 a 1.000;Analista de BI/BI Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 4 a 6 anos;Menos de 1 ano;;
0ig66tffh8xm8bmo0ig61rg4eh0vfx85;25;25-29;Masculino;Branca;Não;1;Piauí (PI);PI;Nordeste;Estudante de Graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Desempregado, buscando recolocação;;;;;;;;;
0iozjnemmmz54m3nq0iozjnzm4poermp;30;30-34;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;;;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;Acima de 300 pessoas;1
0j2vm91zj9pfytz27jax0j2vafif1kuv;43;40-44;Masculino;Parda;Não;1;Paraná (PR);PR;Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Área de Consultoria;de 11 a 50;Analista de Suporte/Analista Técnico;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 7 a 10 anos;Menos de 1 ano;;
0jainribfz6iwp042gdx0jaino4uc71r;29;25-29;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Outra Opção;Acima de 3.000;;;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;11 - 20;0
0jc0mij71evva7kn778bz30jc0mijucs;30;30-34;Feminino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Indústria;Acima de 3.000;Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;de 1 a 2 anos;;
0jca0nbvqe3ufht9p0jca0dwcapmm8fm;48;45-49;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Setor Automotivo;Acima de 3.000;Analista de Suporte/Analista Técnico;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0ji2x0gh9fnq4nuej0ji2xknk36lhorh;29;25-29;Masculino;Branca;Não;1;Distrito Federal (DF);DF;Centro-oeste;Pós-graduação;Ciências Sociais;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0jj9dxfgsq4uhudlwbcs0jj9dxq1k1xm;27;25-29;Masculino;Branca;Não;1;Espírito Santo (ES);ES;Sudeste;Pós-graduação;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;de 101 a 500;;;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;1 - 3;0
0jk0bdnu7cufwadn0jk07nuti10opjh8;28;25-29;Masculino;Branca;Não;1;Espírito Santo (ES);ES;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Indústria;de 6 a 10;Analista de Dados/Data Analyst;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Menos de 1 ano;Menos de 1 ano;;
0jlaefa4xwwgk5lfga7gsl0jlaefak5x;27;25-29;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;de 501 a 1.000;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0jqbuqvb3936balyvfenrstk0jqbuqvb;28;25-29;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Estudante de Graduação;Outras Engenharias;Estagiário;Área de Consultoria;de 51 a 100;Cientista de Dados/Data Scientist;Júnior;Menos de R$ 1.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0k7l1ljbam6kacmu0k7lno7oaf3xmu2d;29;25-29;Masculino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Estudante de Graduação;Outra opção;Empregado (CLT);Agronegócios;de 101 a 500;Outra Opção;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;de 5 a 6 anos;;
0kgic0bazt3vuk7t0kgisvop2347hvb2;28;25-29;Masculino;Branca;Não;1;Paraná (PR);PR;Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;de 101 a 500;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Pleno;de R$ 3.001/mês a R$ 4.000/mês;Não tenho experiência na área de dados;Menos de 1 ano;;
0kugfu1lh5m23aunu2tn0kugb01gbx3e;21;17-21;Masculino;Branca;Não;1;Goiás (GO);GO;Centro-oeste;Estudante de Graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Somente Estudante (graduação);;;;;;;;;
0kul7v5qknv9o8qccac0kulrt5fdi7om;49;45-49;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Internet/Ecommerce;Acima de 3.000;;;de R$ 25.001/mês a R$ 30.000/mês;de 5 a 6 anos;Mais de 10 anos;Acima de 300 pessoas;1
0kyn7c4b5p4ud7arfk4000kynyyy82ec;33;30-34;Feminino;Parda;Não;1;Pernambuco (PE);PE;Nordeste;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Servidor Público;Setor Público;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0kz3y2ky2wx4fmkhadp0kz3y8y7jrl32;23;22-24;Masculino;Parda;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Estudante de Graduação;Química / Física;Empregado (CLT);Tecnologia/Fábrica de Software;de 11 a 50;Analista de Dados/Data Analyst;Pleno;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;de 3 a 4 anos;;
0lv0ldegkx1i8xxmet0lvfewlljsvem0;27;25-29;Masculino;Parda;Não;1;Goiás (GO);GO;Centro-oeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área de Consultoria;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Menos de 1 ano;;
0lw4azzxw5hfcsb86ack0lw4azz8myxk;37;35-39;Feminino;Branca;Sim;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outra opção;Desempregado, buscando recolocação;;;;;;;;;
0m9ykattn3c24ri42vxg0m9ykam9lb6n;34;30-34;Masculino;Amarela;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Empregado (CLT);Área da Saúde;Acima de 3.000;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0mnxtpoxm1cp3wctf9bp0m6esr5ydpkh;24;22-24;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outra opção;Empreendedor ou Empregado (CNPJ);Outra Opção;de 11 a 50;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0mp2dsmps10vyxahto0mp2ddj4kdfc2s;24;22-24;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Outras Engenharias;Estagiário;Finanças ou Bancos;Acima de 3.000;Outra Opção;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0nqzg51pf95l5p55kx0nqznnxpxb3upo;35;35-39;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Seguros ou Previdência;de 501 a 1.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;de 3 a 4 anos;;
0nzwxa69m49bv180hk4fhb0nzwxaznfv;26;25-29;Masculino;Parda;Não;1;Ceará (CE);CE;Nordeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Setor de Energia;de 501 a 1.000;Analytics Engineer;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0oggobdknd16s8sog3ln4ic0oggobmt1;25;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Internet/Ecommerce;Acima de 3.000;Analytics Engineer;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0ojds5de5ah8vwrpmklt0ojds5dz95kx;28;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Setor Imobiliário/ Construção Civil;de 501 a 1.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 20.001/mês a R$ 25.000/mês;de 7 a 10 anos;de 1 a 2 anos;;
0on1x4pk2etlhgwbdf0on1x4pb0vfe3a;19;17-21;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outra opção;Empregado (CLT);Filantropia/ONG's;de 6 a 10;Analista de BI/BI Analyst;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0onjh42eak1akktm7coy0onjho00ittt;28;25-29;Feminino;Parda;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;;;;;;
0ovocc0chi8jo3q0ovocvj6qmljwtloh;42;40-44;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Doutorado ou Phd;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Empregado (CLT);Tecnologia/Fábrica de Software;de 501 a 1.000;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0owmod4o9zby3ho0owkck31v0w2q45bc;45;45-49;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Pós-graduação;Outras Engenharias;Servidor Público;Setor Público;de 101 a 500;Outra Opção;Sênior;de R$ 4.001/mês a R$ 6.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0p2u2nceqzym6fssl92n180p2u2n4uss;30;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Mestrado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Setor Imobiliário/ Construção Civil;de 51 a 100;;;de R$ 20.001/mês a R$ 25.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;4 - 10;0
0pg37xsvnaoyqvibr0pg378z2eg4lpcz;28;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Educação;de 101 a 500;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Menos de 1 ano;;
0piaidcw03f691i4cdc0piaid7bp0tpd;25;25-29;Masculino;Parda;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Área da Saúde;Acima de 3.000;Outra Opção;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 1 a 2 anos;;
0porhlvirmnbqihbq0f0porhli93zl7v;26;25-29;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Graduação/Bacharelado;Outra opção;Empregado (CLT);Setor Alimentício;de 1.001 a 3.000;Cientista de Dados/Data Scientist;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0q472yy1a4ua38hg0q42byo044ngq1sb;29;25-29;Feminino;Branca;Não;1;Paraná (PR);PR;Sul;Mestrado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;de 1 a 5;;;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 5 a 6 anos;1 - 3;0
0qhsqn12j7yapjr3ny0qhsqnfkqqygsm;24;22-24;Feminino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analytics Engineer;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Menos de 1 ano;;
0qio4frn8vyn5lyoev0qio4uhal1fitk;32;30-34;Masculino;Preta;Sim;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Finanças ou Bancos;de 101 a 500;Analista de Negócios/Business Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;de 1 a 2 anos;;
0r46flon90jl4hvi0r46flwm5jfomrq3;41;40-44;Feminino;Parda;Não;1;Paraná (PR);PR;Sul;Pós-graduação;Química / Física;Empregado (CLT);Indústria;Acima de 3.000;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Menos de 1 ano;;
0rchsejnsxoklvzbq790rchsejne0bpi;33;30-34;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Setor Imobiliário/ Construção Civil;de 1.001 a 3.000;;;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;Menos de 1 ano;4 - 10;0
0rcm0gxoact3bzh06knd13ubjeo64v14;37;35-39;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;de 101 a 500;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;de 7 a 10 anos;;
0rjkvzh2lso0ry6omu8uk030mxjr0q6f;31;30-34;Feminino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Outra Opção;Acima de 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0rvvo787yq3mthe5ga0rvvh4rbm4u4gc;26;25-29;Feminino;Branca;Não;1;Espírito Santo (ES);ES;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;de 1.001 a 3.000;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0rzo8uhs2710bhyk0rzo8up4313jz70o;30;30-34;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Internet/Ecommerce;de 101 a 500;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 1 a 2 anos;;
0s15dzpqa7lus1ast0s1578mskf2illz;31;30-34;Masculino;Parda;Não;1;Paraná (PR);PR;Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;de 1.001 a 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;de 5 a 6 anos;;
0s7x7lc2foi894m6pogxa0s7x7ltfytz;26;25-29;Masculino;Branca;Não;1;Paraná (PR);PR;Sul;Estudante de Graduação;Outra opção;Empregado (CLT);Varejo;de 51 a 100;Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0saxujz921fw22ii6pq0saxff4o4ykqm;26;25-29;Feminino;Parda;Não;1;Piauí (PI);PI;Nordeste;Estudante de Graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Estagiário;Setor Público;Acima de 3.000;Estatístico;Júnior;de R$ 1.001/mês a R$ 2.000/mês;de 1 a 2 anos;Menos de 1 ano;;
0sb17993f17dly32q0sb17m6cgr8m8fg;50;50-54;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Área de Consultoria;de 501 a 1.000;;;Acima de R$ 40.001/mês;Mais de 10 anos;Mais de 10 anos;101 - 300;1
0sg4y3cvdcrbe0sgrq7glk1l8ky7rrq7;37;35-39;Masculino;Branca;Não;Inválido;;;;Pós-graduação;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Entretenimento ou Esportes;de 1.001 a 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 16.001/mês a R$ 20.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0sw1v2544zjyapntd00sw6qtn1mommv9;36;35-39;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 16.001/mês a R$ 20.000/mês;de 5 a 6 anos;Mais de 10 anos;;
0t14vkhnpaohc7nvnli0t14lryhv5mz3;32;30-34;Masculino;Branca;Não;1;Espírito Santo (ES);ES;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
0t33h6p5dhvgrz7e2vr0t33h6pxixdye;50;50-54;Feminino;Parda;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Desempregado, buscando recolocação;;;;;;;;;
0tcnmlmc7ue14l3fz6im8tb20tcnmlmc;28;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Não tenho graduação formal;;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;;;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;de 7 a 10 anos;21 - 50;1
