Id;Idade;Faixa idade;Gênero;Cor/raca/etnia;PCD;Vive no Brasil;Estado onde mora;UF onde mora;Região onde Mora;Nível de Ensino;Área de Formação;Qual sua situação atual de trabalho?;Setor;Numero de Funcionários;Cargo Atual;Nível;Faixa salarial;Quanto tempo de experiência na área de dados você tem?;Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?;Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje?;Cientista de Dados/Data Scientist
mt68m7c5sagmt68ujgch49h9kjt7vrcu;41;40-44;Masculino;Preta;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Setor Público;de 1.001 a 3.000;;;de R$ 8.001/mês a R$ 12.000/mês;Não tenho experiência na área de dados;de 3 a 4 anos;Ainda não temos pessoas atuando com dados na empresa;0
mt73n9uqzowu500omt73n9mvdpkw70u4;37;35-39;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Setor Farmaceutico;Acima de 3.000;;;de R$ 20.001/mês a R$ 25.000/mês;de 7 a 10 anos;Mais de 10 anos;11 - 20;1
mtbbqypz3q0y4v441yjmtbbqymrh9hjv;24;22-24;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Área de Consultoria;de 51 a 100;Cientista de Dados/Data Scientist;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 3 a 4 anos;;
mtch28nnzxx5obfbulmtch2o4rd9xbe1;28;25-29;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;de 11 a 50;Analista de Negócios/Business Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;de 1 a 2 anos;;
mtwvhpmtk52omtwvhpv5p6nlj1sw4v5p;27;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Internet/Ecommerce;Acima de 3.000;;;de R$ 20.001/mês a R$ 25.000/mês;de 4 a 6 anos;Menos de 1 ano;Acima de 300 pessoas;1
mu1om4bgn2w7uj1zmpmu1om4bj1u04tq;32;30-34;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;Acima de 3.000;;;de R$ 25.001/mês a R$ 30.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;Acima de 300 pessoas;0
mu5v033dwin8wqifqk72mu5v0336usr9;26;25-29;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área de Consultoria;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
muagxhuc0g99d230p2fv5nlmuagxjwo9;24;22-24;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Finanças ou Bancos;de 11 a 50;Outra Opção;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
muwdqfcg5o9onvk5hmuwdqe46z2lcx1g;32;30-34;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Educação;de 501 a 1.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;de 5 a 6 anos;;
mv4y46qucr1hn4fes8389mv4y472fsse;28;25-29;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Doutorado ou Phd;Outras Engenharias;Empregado (CLT);Área de Consultoria;de 11 a 50;Cientista de Dados/Data Scientist;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
mvp8woryshu6hixuomvp8wor89zhhzvl;39;35-39;Feminino;Branca;Não;Inválido;;;;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Varejo;de 501 a 1.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Menos de 1 ano;;
mvz5mmfd58g7ndngwi9amvz5myocmeq6;27;25-29;Feminino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Área da Saúde;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
mw72tifa32zu4gnlmw72r9ubzk6dqeho;45;45-49;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Desempregado, buscando recolocação;;;;;;;;;
mwaupjkt73sonaskq5zmwaupjkz3w7i5;27;25-29;Masculino;Parda;Não;1;Goiás (GO);GO;Centro-oeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Agronegócios;de 11 a 50;Analista de Negócios/Business Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
mwg6r8a0cghhypznvmwg2y8qac5ltf3h;33;30-34;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Pós-graduação;Outras Engenharias;Empregado (CLT);Indústria;Acima de 3.000;Analista de Negócios/Business Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
mwuigjgj2gdti7brnawgt1fumwuigjty;35;35-39;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Indústria;de 501 a 1.000;Analista de Negócios/Business Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
mwv328d0ymg5ssmw4psrjav2r7oeas4p;64;55+;Feminino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Área de Consultoria;de 11 a 50;;;de R$ 20.001/mês a R$ 25.000/mês;Mais de 10 anos;Mais de 10 anos;21 - 50;0
mx1xwyqly1j0cruad56mx1xwyiiurdhx;53;50-54;Masculino;Parda;Não;1;Distrito Federal (DF);DF;Centro-oeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Área da Saúde;de 1 a 5;;;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;de 1 a 2 anos;1 - 3;0
mx2wadizs65m3r99fnmx2wadi7vg0090;31;30-34;Feminino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Mestrado;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;de 51 a 100;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Menos de 1 ano;;
mx7ks1dq8evtw4ayimx7zf54rq4ee78h;35;35-39;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Pós-graduação;Outras Engenharias;Desempregado, buscando recolocação;;;;;;;;;
mxbd1n9dnccavzw6ga0v5omxbd1nd8x8;34;30-34;Masculino;Parda;Não;1;Espírito Santo (ES);ES;Sudeste;Mestrado;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;de 1.001 a 3.000;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
mxldmqyd99h2d2a56ak8mxldmqtiyvn9;29;25-29;Feminino;Parda;Não;1;Paraná (PR);PR;Sul;Mestrado;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Empregado (CLT);Outra Opção;Acima de 3.000;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;de 1 a 2 anos;;
mykp470kdqt61ewomykp0y6bnr6cdn9f;38;35-39;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;de 6 a 10;Analista de Dados/Data Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Mais de 10 anos;;
mzbmabflc3kelmzbmbhg551ky9xtz3og;30;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Telecomunicação;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;de 3 a 4 anos;;
mzgvs414bqsqpdmzgvss0wcj4pl3ekea;29;25-29;Masculino;Parda;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 1 a 2 anos;Mais de 10 anos;;
mzm38fzscvb77k6vmzm38fpkvf3qfahg;21;17-21;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;Acima de 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
mzvzhqaqolgys4y661yucs7mzvzhib2z;33;30-34;Masculino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Setor de Energia;Acima de 3.000;Cientista de Dados/Data Scientist;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 7 a 10 anos;;
n0b72zywhtdjdwn0c962n0b72zywkuh1;25;25-29;Masculino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Estudante de Graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Educação;de 1.001 a 3.000;Analista de BI/BI Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;de 1 a 2 anos;;
n0fbmjbdbd68n1xzbmc12n0fbmjbdbg8;60;55+;Masculino;Branca;Não;1;Distrito Federal (DF);DF;Centro-oeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Outra Opção;Sênior;de R$ 20.001/mês a R$ 25.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
n0j78jmyngedro95s4kc8n0j78v4y03g;21;17-21;Masculino;Preta;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;de 101 a 500;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
n0mg8bdq2lsj59l6n0mg8brk8j8w57a6;40;40-44;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Doutorado ou Phd;Outras Engenharias;Empregado (CLT);Outra Opção;de 51 a 100;Cientista de Dados/Data Scientist;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Menos de 1 ano;;
n0ukfjgxlv6uw5n0ukfyhvtf7g1k1jar;26;25-29;Masculino;Parda;Não;1;Pará (PA);PA;Norte;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Indústria;Acima de 3.000;Cientista de Dados/Data Scientist;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
n1ho8yuqanown5csvgxn1hodbkq4839a;26;25-29;Masculino;Parda;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Desempregado, buscando recolocação;;;;;;;;;
n1x1bli7gj8cz5t736gwn1x1ipbpo0lq;26;25-29;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Negócios/Business Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
n22l6o8maa3w3m3n22l6n3fa89400htk;43;40-44;Masculino;Branca;Sim;1;Santa Catarina (SC);SC;Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Setor Alimentício;Acima de 3.000;DBA/Administrador de Banco de Dados;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Menos de 1 ano;;
n26waehvz1aw6djm9bn26waehet7r973;28;25-29;Masculino;Parda;Não;Inválido;;;;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Prefiro não informar;Marketing;de 11 a 50;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;de 7 a 10 anos;;
n2aoi2k3257urb204jn2aclrn8fn3x3q;27;25-29;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Seguros ou Previdência;de 1.001 a 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 7 a 10 anos;de 1 a 2 anos;;
n39z5gzn3vjnvw6ctn39z5bvlxsh7bet;37;35-39;Feminino;Preta;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Marketing / Publicidade / Comunicação / Jornalismo;Desempregado, buscando recolocação;;;;;;;;;
n3a7t3wswismpxnn3a7t3wyqous2na2t;25;25-29;Masculino;Preta;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Área de Consultoria;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
n3brughsckfvk6u40xn3brmzxqni3a9u;26;25-29;Masculino;Parda;Não;1;Bahia (BA);BA;Nordeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;de 501 a 1.000;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
n3cm8s9urpoz08bznt7x2n3cmyvzokj6;20;17-21;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Cientista de Dados/Data Scientist;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 3 a 4 anos;;
n3kwaeqhwhco7gm9cn3kwaeqrsujw741;38;35-39;Feminino;Branca;Não;1;Espírito Santo (ES);ES;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;de 101 a 500;Analista de BI/BI Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Menos de 1 ano;;
n3ni95q167gdx6ft42gyn3ni95za8zed;39;35-39;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 5 a 6 anos;de 7 a 10 anos;;
n3wpq9ch6lo76sxsn3w371lygflh3kn5;30;30-34;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Indústria;Acima de 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
n3xmq7a279ut9phen3xm3zp7mtn64cg3;28;25-29;Masculino;Branca;Não;1;Alagoas (AL);AL;Nordeste;Não tenho graduação formal;;Empreendedor ou Empregado (CNPJ);Área de Consultoria;de 501 a 1.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Menos de 1 ano;;
n4hmzwgcbrv46oojn4hmzene36ty2cyc;30;30-34;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Negócios/Business Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 5 a 6 anos;;
n4jf902lnrjc4x7f031x6n4jf902lb1f;28;25-29;Feminino;Parda;Não;1;Espírito Santo (ES);ES;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;de 1.001 a 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;de 1 a 2 anos;;
n4t6rjhzcq0jtcyfryvgmk8n4t6rjpcm;32;30-34;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Mestrado;Outras Engenharias;Desempregado, buscando recolocação;;;;;;;;;
n4up4oh0zp68xnw4jjn4upja5w18snrm;34;30-34;Masculino;Branca;Não;1;Piauí (PI);PI;Nordeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;;;;;;
n53c6rsd3j5qih2efibfn53c6z1r1ws1;40;40-44;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;de 1 a 5;Outra Opção;Sênior;de R$ 2.001/mês a R$ 3.000/mês;Mais de 10 anos;de 5 a 6 anos;;
n54d86gh81fynwhkuaj3jn54d86qkdx3;28;25-29;Masculino;Branca;Não;1;Mato Grosso (MT);MT;Centro-oeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;de 101 a 500;Analista de BI/BI Analyst;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;de 3 a 4 anos;;
n5bjoky5s74qx1n55fbxsjuf5p7n9nav;29;25-29;Masculino;Branca;Não;1;Pernambuco (PE);PE;Nordeste;Mestrado;Outras Engenharias;Empregado (CLT);Área da Saúde;de 1.001 a 3.000;;;de R$ 3.001/mês a R$ 4.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;Ainda não temos pessoas atuando com dados na empresa;0
n5mltp6yeifpl4pgmhn5mlkp5l9izh44;30;30-34;Masculino;Branca;Não;1;Distrito Federal (DF);DF;Centro-oeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Menos de 1 ano;;
n6pzcpgni1v4n6pztisntesnxxxiiefx;39;35-39;Feminino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Pleno;de R$ 6.001/mês a R$ 8.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
n6to56e24mrj77ps1fqqn6to56a1e9qk;33;30-34;Feminino;Branca;Não;1;Bahia (BA);BA;Nordeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;de 3 a 4 anos;;
n7kqi3baof6sk114o0atn7kqi3w6rg31;29;25-29;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Indústria;Acima de 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
n8t0c8en0qfi5dldrn8t0cfvvqcvv22r;26;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Setor de Energia;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
n96mh4cax4u0lnutln96mhzte9jl0qxl;23;22-24;Masculino;Parda;Não;1;Paraíba (PB);PB;Nordeste;Graduação/Bacharelado;Outras Engenharias;Freelancer;Área de Consultoria;de 1 a 5;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 1 a 2 anos;;
n977t0p0xvlx4dpi3aoun977tr9rlm9a;43;40-44;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Setor de Energia;Acima de 3.000;Analista de BI/BI Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Menos de 1 ano;;
n9d5xfi0bg76xh9kyfgbwxn9d5xfiuqc;25;25-29;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Servidor Público;Setor Público;Acima de 3.000;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
n9dpvli2z2ko3cpeyx0an9dpvlc6us7g;35;35-39;Masculino;Branca;Não;1;Paraíba (PB);PB;Nordeste;Doutorado ou Phd;Outra opção;Desempregado, buscando recolocação;;;;;;;;;
n9sobqh98mjbiu8yqxrn9sobqheao7i8;26;25-29;Feminino;Branca;Não;1;Paraná (PR);PR;Sul;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Varejo;Acima de 3.000;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
n9yj9vdbefrz1i5yvn9yj21vsurjt8p4;27;25-29;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;de 1.001 a 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Menos de 1 ano;;
n9zeaqmnic0m81prn9zeoomfncrcaxte;32;30-34;Masculino;Branca;Não;1;Distrito Federal (DF);DF;Centro-oeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Área de Consultoria;de 1.001 a 3.000;;;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;51 - 100;1
na6iv12wcodvzmna6ib2mpqwj2w8zf74;31;30-34;Masculino;Parda;Não;1;Bahia (BA);BA;Nordeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
na8ckus7od2be45kts8lqsg3na8ckus7;43;40-44;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Telecomunicação;Acima de 3.000;;;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;Menos de 1 ano;Acima de 300 pessoas;1
nb3y2wo6wvf2sbj3dinb3y2wfcxbw6qa;30;30-34;Masculino;Parda;Não;1;Santa Catarina (SC);SC;Sul;Pós-graduação;Outras Engenharias;Empregado (CLT);Indústria;Acima de 3.000;Analista de Negócios/Business Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nbame1kwqygmanjprrcqnbamei9o6jqo;27;25-29;Masculino;Parda;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Indústria;Acima de 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nbaugpzzqh0sho1yby9nbaugpfu12ki6;44;40-44;Masculino;Parda;Sim;1;Rio de Janeiro (RJ);RJ;Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Tecnologia/Fábrica de Software;de 501 a 1.000;Outra Opção;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
